quote,author,book
"Whey protein Whey protein has got more bad press than whisky, gin, rum, wine, beer, and even grass. Whey protein is a powder made from milk which you mix with water to turn into a drink. It has the best biological value of protein; which means that almost every gram of whey you consume gets used for its intended purpose and is absorbed by the body. Whey isolate, made from whey protein is a boon for lactose intolerant vegetarians like me as it doesnt irritate the stomach or the intestines. Whey protein has been accused of affecting the kidney, liver and heart but this isnt true. Although superstars, cricketers and doctors advertise for the so called Protein drinks, (especially for children, easy targets perhaps, not to mention their parents obsession with their height), the reality is that these drinks are so loaded in sugar and have such miniscule amounts of protein (not to mention poor biological value too) that they really do much more harm than any good. And a nutrient is never specifically beneficial for a particular age group. Whey protein on the other hand is easy on the system, has zero sugar, and is easy to digest. If you weight train regularly or run long distances, whey protein will become a necessity. (It also comes in all flavours: chocolate, vanilla, strawberry and many more.) Word of caution: whey protein is a supplement. It is not supposed to be used as an alternative to eating correctly. Consuming adequate protein, carbs and fat by means of a well-balanced diet is a must. Only then can whey protein be of any help. Like with everything else, if you overdo it or depend on it alone to provide you with protein, you stand to lose out on its considerable benefits.
","Rujuta Diwekar,
",Don't Lose Your Mind Lose Your Weight
"And above all you understand that fitness is not some statistical or mathematical measurement but an experience of freedom and joy within the body.
","Rujuta Diwekar,
",Don't Lose Your Mind Lose Your Weight
"Low fat snacks like baked chaklis, fat free ice creams, fibre loaded biscuits, etc are nothing but junk food coated with misinformation and some sharp marketing brain trying to sell them to a gullible audience which will bite onto anything thats fat free.
","Rujuta Diwekar,
",Don't Lose Your Mind Lose Your Weight
"On the other hand there are non-vegetarians who cant stop pitying the poor ghas-phoos eating vegetarians. They argue that vegetarians are deprived of meat which is so rich in proteins and great in taste. But tell me how much of protein can your body assimilate when you stuff chicken biryani like there is no tomorrow or eat mutton and chicken in every form, size and shape at 3 am in the morning at Bade-miyaan after getting sloshed in the night with all the clubbing.
","Rujuta Diwekar,
",Don't Lose Your Mind Lose Your Weight
"Crash dieting is like a fling with a bad boy (even when you are in it, you know its not going to work long term); and
","Rujuta Diwekar,
",Don't Lose Your Mind Lose Your Weight
"Juices We have teeth and gums which are meant for chewing food. Making a juice out of vegetables and fruits (no matter how fresh the fruit, or how expensive your juicer) robs you of all their vitamins and minerals. And even if you retain the fibre or add the fibre back to your juice, you have destroyed its structure. You are now drinking coloured water which has lost its nutrients; because the surface area of the fruit has increased, and exposure to the air and surroundings has already oxidised its nutrients. Fruits contain antioxidants. Ideally, they should get oxidised in your body and not outside it. Eating a fruit is a better bet any day. It retains all the vitamins and minerals, chewing it provides a nice massage to your gums, and the fibre works at cleaning out your cavities. When it comes to fruiteat, dont drink.
","Rujuta Diwekar,
",Don't Lose Your Mind Lose Your Weight
"High GI foods (fast carbs) get converted to fat quickly and low GI foods (slow carbs) have a much better chance of getting utilised for energy instead of getting stored as fat.
","Rujuta Diwekar,
",Don't Lose Your Mind Lose Your Weight
"Your body can take high GI food only after exercise, when your body needs instant sugar.
","Rujuta Diwekar,
",Don't Lose Your Mind Lose Your Weight
"Hunger is a sign
","Rujuta Diwekar,
",Don't Lose Your Mind Lose Your Weight
"We should eat fruits when we are in a fasting state or when our liver store is empty: so, first thing in the morning on an empty stomach, or immediately after physical exercise. Any time aside from this, the body converts the fructose from the fruits into triglycerides
","Rujuta Diwekar,
",Don't Lose Your Mind Lose Your Weight
"A diet has to achieve much more than weight loss. Weight loss, or rather fat loss, is just one of the many wonderful side effects of changing your lifestyle. Dieting that has only weight loss as its primary goal is a failure even before you go on it. Its like some boot camp you go to, kill yourself at, and come back thinner. You are glad to be back home; and within four days of being back home you become healthy (read fat) again. The challenge is to keep up with the routine you kept at the boot camp but it is impossible given your working schedule, sleeping hours, responsibilities, practical issues. Dieting is not about going on a diet.
","Rujuta Diwekar,
",Don't Lose Your Mind Lose Your Weight
"The best bridge between despair and hope is a good nights sleep.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"Humans are not sleeping the way nature intended. The number of sleep bouts, the duration of sleep, and when sleep occurs has all been comprehensively distorted by modernity.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"Inadequate sleepeven moderate reductions for just one weekdisrupts blood sugar levels so profoundly that you would be classified as pre-diabetic.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"Practice does not make perfect. It is practice, followed by a night of sleep, that leads to perfection.
","Matthew Walker,
",Why We Sleep: The New Science of Sleep and Dreams
"After thirty years of intensive research, we can now answer many of the questions posed earlier. The recycle rate of a human being is around sixteen hours. After sixteen hours of being awake, the brain begins to fail. Humans need more than seven hours of sleep each night to maintain cognitive performance. After ten days of just seven hours of sleep, the brain is as dysfunctional as it would be after going without sleep for twenty-four hours. Three full nights of recovery sleep (i.e., more nights than a weekend) are insufficient to restore performance back to normal levels after a week of short sleeping. Finally, the human mind cannot accurately sense how sleep-deprived it is when sleep-deprived.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"the shorter your sleep, the shorter your life. The leading causes of disease and death in developed nationsdiseases that are crippling health-care systems, such as heart disease, obesity, dementia, diabetes, and cancerall have recognized causal links to a lack of sleep.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"Sleep is the single most effective thing we can do to reset our brain and body health each day -- Mother Nature's best effort yet at contra-death.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"After all, absence of evidence is not evidence of absence.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"Routinely sleeping less than six or seven hours a night demolishes your immune system, more than doubling your risk of cancer.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"It is disquieting to learn that vehicular accidents caused by drowsy driving exceed those caused by alcohol and drugs combined.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"Caffeine has an average half-life of five to seven hours. Lets say that you have a cup of coffee after your evening dinner, around 7:30 p.m. This means that by 1:30 a.m., 50 percent of that caffeine may still be active and circulating throughout your brain tissue. In other words, by 1:30 a.m., youre only halfway to completing the job of cleansing your brain of the caffeine you drank after dinner.
","Matthew Walker,
",Why We Sleep: The New Science of Sleep and Dreams
"In the Northern Hemisphere, the switch to daylight savings time in March results in most people losing an hour of sleep opportunity. Should you tabulate millions of daily hospital records, as researchers have done, you discover that this seemingly trivial sleep reduction comes with a frightening spike in heart attacks the following day. Impressively, it works both ways. In the autumn within the Northern Hemisphere, when the clocks move forward and we gain an hour of sleep opportunity time, rates of heart attacks plummet the day after. A similar rise-and-fall relationship can be seen with the number of traffic accidents, proving that the brain, by way of attention lapses and microsleeps, is just as sensitive as the heart to very small perturbations of sleep. Most people think nothing of losing an hour of sleep for a single night, believing it to be trivial and inconsequential. It is anything but.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"if you dont sleep the very first night after learning, you lose the chance to consolidate those memories, even if you get lots of catch-up sleep thereafter. In terms of memory, then, sleep is not like the bank. You cannot accumulate a debt and hope to pay it off at a later point in time. Sleep for memory consolidation is an all-or-nothing event.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"...our lack of sleep is a slow form of self-euthanasia...
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"From this cascade comes a prediction: getting too little sleep across the adult life span will significantly raise your risk of developing Alzheimers disease. Precisely this relationship has now been reported in numerous epidemiological studies, including those individuals suffering from sleep disorders such as insomnia and sleep apnea.VIII Parenthetically, and unscientifically, I have always found it curious that Margaret Thatcher and Ronald Reagantwo heads of state that were very vocal, if not proud, about sleeping only four to five hours a nightboth went on to develop the ruthless disease. The current US president, Donald Trumpalso a vociferous proclaimer of sleeping just a few hours each nightmay want to take note.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"Under-slept employees are not, therefore, going to drive your business forward with productive innovation. Like a group of people riding stationary exercise bikes, everyone looks like they are pedaling, but the scenery never changes. The irony that employees miss is that when you are not getting enough sleep, you work less productively and thus need to work longer to accomplish a goal. This means you often must work longer and later into the evening, arrive home later, go to bed later, and need to wake up earlier, creating a negative feedback loop. Why try to boil a pot of water on medium heat when you could do so in half the time on high? People often tell me that they do not have enough time to sleep because they have so much work to do. Without wanting to be combative in any way whatsoever, I respond by informing them that perhaps the reason they still have so much to do at the end of the day is precisely because they do not get enough sleep at night.
","Matthew Walker,
",Why We Sleep: The New Science of Sleep and Dreams
"They discovered that naps as short as twenty-six minutes in length still offered a 34 percent improvement in task performance and more than a 50 percent increase in overall alertness.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"we estimate that more than 50 percent of all children with an ADHD diagnosis actually have a sleep disorder, yet a small fraction know of their sleep condition and its ramifications. A major public health awareness campaign by governmentsperhaps without influence from pharmaceutical lobbying groupsis needed on this issue.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"Ten days of six hours of sleep a night was all it took to become as impaired in performance as going without sleep for twenty-four hours straight.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"AMAZING BREAKTHROUGH! Scientists have discovered a revolutionary new treatment that makes you live longer. It enhances your memory and makes you more creative. It makes you look more attractive. It keeps you slim and lowers food cravings. It protects you from cancer and dementia. It wards off colds and the flu. It lowers your risk of heart attacks and stroke, not to mention diabetes. Youll even feel happier, less depressed, and less anxious. Are you interested?
","Matthew Walker,
",Why We Sleep: The New Science of Sleep and Dreams
"Adults forty-five years or older who sleep fewer than six hours a night are 200 percent more likely to have a heart attack or stroke during their lifetime, as compared with those sleeping seven to eight hours a night.
","Matthew Walker,
",Why We Sleep: The New Science of Sleep and Dreams
"The physical and mental impairments caused by one night of bad sleep dwarf those caused by an equivalent absence of food or exercise.
","Matthew Walker,
",Why We Sleep: The New Science of Sleep and Dreams
"During deep NREM sleep specifically, the brain communicates a calming signal to the fight-or-flight sympathetic branch of the bodys nervous system, and does so for long durations of the night. As a result, deep sleep prevents an escalation of this physiological stress that is synonymous with increased blood pressure, heart attack, heart failure, and stroke.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"More specifically, the coolheaded ability to regulate our emotions each daya key to what we call emotional IQdepends on getting sufficient REM sleep night after night. (If your mind immediately jumped to particular colleagues, friends, and public figures who lack these traits, you may well wonder about how much sleep, especially late-morning REM-rich sleep, they are getting.)
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"new report has discovered that medical errors are the third-leading cause of death among Americans after heart attacks and cancer. Sleeplessness undoubtedly plays a role in those lives lost.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"The second evolutionary contribution that the REM-sleep dreaming state fuels is creativity. NREM sleep helps transfer and make safe newly learned information into long-term storage sites of the brain. But it is REM sleep that takes these freshly minted memories and begins colliding them with the entire back catalog of your lifes autobiography. These mnemonic collisions during REM sleep spark new creative insights as novel links are forged between unrelated pieces of information. Sleep cycle by sleep cycle, REM sleep helps construct vast associative networks of information within the brain. REM sleep can even take a step back, so to speak, and divine overarching insights and gist: something akin to general knowledgethat is, what a collection of information means as a whole, not just an inert back catalogue of facts. We can awake the next morning with new solutions to previously intractable problems
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"When sleep is abundant, minds flourish. When it is deficient, they don't.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"Without sufficient sleep, amyloid plaques build up in the brain, especially in deep-sleep-generating regions, attacking and degrading them. The loss of deep NREM sleep caused by this assault therefore lessens the ability to remove amyloid from the brain at night, resulting in greater amyloid deposition. More amyloid, less deep sleep, less deep sleep, more amyloid, and so on and so forth.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"After thirty years of intensive research, we can now answer many of the questions posed earlier. The recycle rate of a human being is around sixteen hours. After sixteen hours of being awake, the brain begins to fail. Humans need more than seven hours of sleep each night to maintain cognitive performance. After ten days of just seven hours of sleep, the brain is as dysfunctional as it would be after going without sleep for twenty-four hours. Three full nights of recovery sleep (i.e., more nights than a weekend) are insufficient to restore performance back to normal levels after a week of short sleeping.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"Why did we ever force doctors to learn their profession in this exhausting, sleepless way? The answer originates with the esteemed physician William Stewart Halsted, MD, who was also a helpless drug addict.
","Matthew Walker,
",Why We Sleep: Unlocking the Power of Sleep and Dreams
"No such ambiguity existed about sugar consumption. We now eat in two weeks the amount of sugar our ancestors of 200 years ago ate in a whole year, as the University of London nutritionist John Yudkin wrote in 1963 of the situation in England. Sugar provides about 20 percent of our total intake of calories and nearly half of our carbohydrate.
","Gary Taubes,
",The Case Against Sugar
"Sugar has become an ingredient avoidable in prepared and packaged foods only by concerted and determined effort, effectively ubiquitous. Not just in the obvious sweet foods (candy bars, cookies, ice creams, chocolates, sodas, juices, sports and energy drinks, sweetened iced tea, jams, jellies, and breakfast cereals both cold and hot), but also in peanut butter, salad dressings, ketchup, BBQ sauces, canned soups, cold cuts, luncheon meats, bacon, hot dogs, pretzels, chips, roasted peanuts, spaghetti sauces, canned tomatoes, and breads. From the 1980's onward manufacturers of products advertised as uniquely healthy because they were low in fatnot to mention gluten free, no MSG, and zero grams trans fat per serving, took to replacing those fat calories with sugar to make them equallypalatable and often disguising the sugar under one or more of the fifty plus names, by which the fructose-glucose combination of sugar and high-fructose corn syrup might be found. Fat was removed from candy bars sugar added, or at least kept, so that they became health food bars. Fat was removed from yogurts and sugars added and these became heart healthy snacks, breakfasts, and lunches.
","Gary Taubes,
",The Case Against Sugar
"Rats given sweetened water in experiments find it significantly more pleasurable than cocaine, even when theyre addicted to the latter, and more than heroin as well (although the rats find this choice more difficult to make). Addict
","Gary Taubes,
",The Case Against Sugar
"Medicine today, though, as with related fields such as nutrition, is taught mostly untethered from its history. Students are taught what to believe but not always the evidence on which these beliefs are based, and so oftentimes the beliefs cannot be questioned. And
","Gary Taubes,
",The Case Against Sugar
"One danger here, of course, is that once we insist or pretend that we know the answer based on premature or incomplete evidence (even if were pushed against our will to take such stands), were likely to continue to insist were right, even when evidence accumulates to the contrary. This is a risk in any human endeavor. When Francis Bacon pioneered the scientific method almost four hundred years ago, he was hoping to create a methodology of critical or rational thinking that would minimize this all-too-human characteristic of avoiding evidence that disagrees with any preconceptions we might have formed.*1 Without rigorous tests, as many as necessary, beliefs and preconceptions will persevere because its always easier to believe that a single test has been flawed, or even a few of them, than it is to accept that our belief had been incorrect. The scientific method protects against this tendency; it does not eradicate it.
","Gary Taubes,
",The Case Against Sugar
"How long would it be before this drug, as the anthropologist Sidney W. Mintz said about sugar, demonstrated a near invulnerability to moral attack, before even writing a book such as this one was perceived as the nutritional equivalent of stealing Christmas?
","Gary Taubes,
",The Case Against Sugar
"The second development, in 1960, was the development of a new technology that allowed researchers for the first time ever to measure accurately the level of hormones circulating in the bloodstream. It was the invention of Rosalyn Yalow, a medical physicist, and Solomon Berson, a physician, and was called the radioimmunoassay. When Yalow won the Nobel Prize for the work in 1977 (Berson by then was not alive to share it), the Nobel Foundation would describe it aptly as bringing about a revolution in biological and medical research. Those interested in obesity could now finally answer the questions about which the preWorld War II European clinicians could only speculate: which hormones were regulating the storage of fat in fat cells and its use for fuel by the rest of the body? Answers began coming with the very first publications out of Yalow and Bersons laboratory and were swiftly confirmed by others. As it turns out, virtually all hormones work to mobilize fat from fat cells so that it can then be used for fuel. Hormones are signaling our bodies to actflee or fight, reproduce, growand they also signal the fat cells to make available the fuel necessary for these actions. The one dominant exception to this fuel-mobilization signaling is insulin, the same hormone that researchers still assumed in the early 1960s to be deficient in all cases of diabetes. Insulin, Yalow and Berson reported, can be thought of as orchestrating how the body uses or partitions the fuel it takes in.
","Gary Taubes,
",The Case Against Sugar
"When blood-sugar (glucose) levels rise, the pancreas secretes insulin in response, which then signals the muscle cells to take up and burn more glucose. Insulin also signals the fat cells to take up fat and hold on to it. Only when the rising tide of blood sugar begins to ebb will insulin levels ebb as well, at which point the fat cells will release their stored fuel into the circulation (in the form of fatty acids); the cells of muscles and organs now burn this fat rather than glucose. Blood sugar is controlled within a healthy range, and fat flows in and out of fat cells as needed. The one biological factor necessary to get fat out of fat cells and have it used for fuel, as Yalow and Berson noted in 1965, is the negative stimulus of insulin deficiency. These revelations on the various actions of insulin led Yalow and Berson to call it the most lipogenic hormone, meaning fat-forming. And this lipogenic signal has to be turned down, muted significantly, for the fat cells to release their stored fat and the body to use it for fuel.
","Gary Taubes,
",The Case Against Sugar
"Sugar does induce the same responses in the region of the brain known as the reward centertechnically, the nucleus accumbensas do nicotine, cocaine, heroin, and alcohol. Addiction
","Gary Taubes,
",The Case Against Sugar
"So the real question for me as an educator is, if I go out and tell people that I think they are eating too much sugar, if I go out and tell mothers I think they should stop their kids from eating so much sugar because it is bad for them, am I going to get flak from the scientists? Or am I going to be allowed to make that statement without travail, on the grounds that even though we do not have hard evidence to link sugar with a specific disease, we do know that a dietary pattern containing considerably less sugar, in which sugar is replaced by a complex carbohydrate, would be a much healthier diet? JOAN GUSSOW, chairman, Columbia University nutrition department, 1975 I
","Gary Taubes,
",The Case Against Sugar
"By the 1830s, when the British emancipationists finally put an end to the slave trade, some twelve and a half million Africans had been shipped off as slaves to the New World; two-thirds of them worked and died growing and refining sugar.
","Gary Taubes,
",The Case Against Sugar
"By specifying energy or caloric content as the instrument through which foods influence body weight, it implies that a calorie of sugar would be no more or less capable of causing obesity, and thus diabetes, than a calorie of broccoli or olive oil or eggs or any other food. By the 1960s, the phrase a calorie is a calorie had become a mantra of the nutrition-and-obesity research community, and it was invoked to make just this argument (as it still is).
","Gary Taubes,
",The Case Against Sugar
"By 1952, the University of Minnesota nutritionist Ancel Keys was arguing that high blood levels of cholesterol caused heart disease, and that it was the fat in our diets that drove up cholesterol levels. Keys had a conflict of interest: his research had been funded by the sugar industrythe Sugar Research Foundation and then the Sugar Associationsince 1944, if not earlier, and the K-rations he had famously developed for the military during the war (the K is said to have stood for Keys) were loaded with sugar. This might have naturally led him to perceive something other than sugar as the problem. We can only guess.
","Gary Taubes,
",The Case Against Sugar
"The conditions in the wombin the intrauterine environmentinfluence the development of the fetus, so that subtly different conditions will lead, in effect, to the birth of newborns who respond differently to the environment they face outside the womb. In particular, the nutrients that the developing child receives in the wombincluding the supply of glucosepass across the placenta in proportion to the nutrient concentration in the mothers circulation. The higher the mothers blood sugar, the greater the supply of glucose to the fetus. The developing pancreas responds by overproducing insulin-secreting cells. The baby is not diabetic, says Boyd Metzger, who studies diabetes and pregnancy at Northwestern University, but the insulin-producing cells in the pancreas are stimulated to function and grow in size and number by the environment theyre in. So they start overfunctioning. That in turn leads to a baby laying down more fat, which is why the baby of a diabetic mother is typified by being a fat baby.
","Gary Taubes,
",The Case Against Sugar
